Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Braybrook,14 Kenross Ct,3.0,h,697500.0,S,Sweeney,2016-08-28,10.8,3019.0,3.0,2.0,1.0,531.0,144.89689165328969,1970.0,Maribyrnong,-37.7929,144.8462,Western Metropolitan,3589.0
Brighton,802 Hampton St,3.0,h,1550000.0,VB,Buxton,2016-09-03,11.2,3186.0,3.0,2.0,2.0,663.0,217.99150367014673,1940.0,Bayside,-37.9159,145.0068,Southern Metropolitan,10579.0
Brighton,18 Rooding St,3.0,h,1635000.0,S,Buxton,2016-09-03,11.2,3186.0,3.0,1.0,2.0,366.0,156.0,1920.0,Bayside,-37.9038,145.0001,Southern Metropolitan,10579.0
Brighton,152A Cochrane St,4.0,h,1830000.0,S,Hodges,2016-12-03,11.2,3186.0,4.0,2.0,2.0,436.0,172.378091095224,1970.0,Bayside,-37.8927,145.0005,Southern Metropolitan,10579.0
Brighton,17 McCallum St,4.0,h,3695000.0,S,Marshall,2016-12-03,11.2,3186.0,4.0,3.0,2.0,836.0,284.0,1960.0,Bayside,-37.9071,144.9898,Southern Metropolitan,10579.0
Brighton,18 Victoria St,4.0,h,3700000.0,S,Marshall,2016-12-03,11.2,3186.0,4.0,3.0,2.0,742.0,247.0,1900.0,Bayside,-37.914,144.9878,Southern Metropolitan,10579.0
Brighton,50 Well St,3.0,h,1975000.0,S,Buxton,2016-12-03,11.2,3186.0,3.0,1.0,2.0,432.0,122.0,1930.0,Bayside,-37.9172,144.996,Southern Metropolitan,10579.0
Brighton,1/137 Cole St,2.0,u,1300000.0,S,hockingstuart,2017-03-04,11.2,3186.0,2.0,2.0,1.0,244.0,98.4948997664957,2000.0,Bayside,-37.8954,145.0026,Southern Metropolitan,10579.0
Brighton,4/78 Dendy St,3.0,h,1390000.0,S,Tiernan's,2017-03-04,11.2,3186.0,3.0,1.0,2.0,340.0,137.0,1975.0,Bayside,-37.9205,145.0007,Southern Metropolitan,10579.0
Brighton,133 Head St,4.0,h,2905000.0,S,Marshall,2017-03-04,11.2,3186.0,4.0,3.0,1.0,487.0,260.0,1905.0,Bayside,-37.8926,144.9991,Southern Metropolitan,10579.0
Brighton,1/112 Roslyn St,2.0,u,1300000.0,S,Nick,2017-03-04,11.2,3186.0,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside,-37.9172,145.004,Southern Metropolitan,10579.0
Brighton,1/119 Roslyn St,3.0,t,1725000.0,PI,Buxton,2017-03-04,11.2,3186.0,3.0,2.0,2.0,411.0,225.0,1997.0,Bayside,-37.918,145.0035,Southern Metropolitan,10579.0
Brighton,15 Whyte St,3.0,h,2266000.0,S,Marshall,2017-03-04,11.2,3186.0,3.0,2.0,2.0,450.0,195.91272150508624,1970.0,Bayside,-37.9243,144.9989,Southern Metropolitan,10579.0
Brighton,23 Albert St,4.0,h,2910000.0,S,Marshall,2016-06-04,11.2,3186.0,4.0,1.0,2.0,732.0,298.10858548015005,1970.0,Bayside,-37.9136,144.9886,Southern Metropolitan,10579.0
Brighton,30 Barkly St,3.0,h,2100000.0,S,Buxton,2016-06-04,11.2,3186.0,3.0,2.0,2.0,463.0,209.0,1970.0,Bayside,-37.9082,144.9968,Southern Metropolitan,10579.0
Brighton,3/78 William St,2.0,u,800000.0,S,Hodges,2016-06-04,11.2,3186.0,2.0,1.0,1.0,90.0,74.0,1960.0,Bayside,-37.9122,145.0038,Southern Metropolitan,10579.0
Brighton,1/97 Wilson St,3.0,t,1750000.0,S,Buxton,2016-06-04,11.2,3186.0,3.0,2.0,2.0,352.0,147.01304792637768,1970.0,Bayside,-37.9139,145.0035,Southern Metropolitan,10579.0
Brighton,124 Cole St,4.0,h,1761000.0,S,Kay,2016-08-06,11.2,3186.0,4.0,2.0,3.0,615.0,135.0,1920.0,Bayside,-37.8956,145.0026,Southern Metropolitan,10579.0
Brighton,1a Mair St,3.0,h,2600000.0,S,Buxton,2016-08-06,11.2,3186.0,3.0,2.0,3.0,588.0,246.7934553014198,1970.0,Bayside,-37.9287,144.99200000000005,Southern Metropolitan,10579.0
Brighton,4/149 Church St,2.0,u,892500.0,S,Nick,2016-05-07,11.2,3186.0,2.0,1.0,2.0,232.0,92.0,1970.0,Bayside,-37.9157,144.9973,Southern Metropolitan,10579.0
Brighton,120 Cole St,4.0,h,2145000.0,S,Buxton,2016-05-07,11.2,3186.0,3.0,2.0,1.0,550.0,197.0,1910.0,Bayside,-37.8954,145.0017,Southern Metropolitan,10579.0
Brighton,2 View Ct,2.0,h,1910000.0,S,Hodges,2016-05-07,11.2,3186.0,2.0,2.0,4.0,696.0,242.9662978832508,1970.0,Bayside,-37.9249,144.9903,Southern Metropolitan,10579.0
Brighton,72 William St,3.0,h,1865000.0,VB,hockingstuart,2016-05-07,11.2,3186.0,3.0,2.0,2.0,295.0,137.5942192661299,1970.0,Bayside,-37.9119,145.0037,Southern Metropolitan,10579.0
Brighton,30a Rooding St,2.0,u,985000.0,PI,Marshall,2016-11-07,11.2,3186.0,2.0,1.0,1.0,611.0,178.5964811947936,1970.0,Bayside,-37.9039,145.0009,Southern Metropolitan,10579.0
Brighton,2/422 St Kilda St,3.0,t,1475000.0,PI,Buxton,2016-11-07,11.2,3186.0,3.0,2.0,2.0,345.0,163.0,2000.0,Bayside,-37.8943,144.9907,Southern Metropolitan,10579.0
Brighton,5 Davie La,2.0,h,502000.0,S,Hodges,2016-10-08,11.2,3186.0,2.0,2.0,0.0,116.0,28.92851114816461,1970.0,Bayside,-37.9252,145.0004,Southern Metropolitan,10579.0
Brighton,15 Gould St,3.0,h,2400000.0,S,Marshall,2016-09-10,11.2,3186.0,3.0,2.0,2.0,835.0,301.2660767523687,1910.0,Bayside,-37.9225,144.991,Southern Metropolitan,10579.0
Brighton,176 Were St,5.0,h,1562500.0,PI,Buxton,2016-09-10,11.2,3186.0,5.0,2.0,2.0,655.0,202.0,1925.0,Bayside,-37.9264,145.0044,Southern Metropolitan,10579.0
Brighton,2 Campbell St,3.0,h,2050000.0,PI,hockingstuart,2016-12-10,11.2,3186.0,3.0,3.0,2.0,398.0,262.0,2012.0,Bayside,-37.899,144.9901,Southern Metropolitan,10579.0
Brighton,115 Dendy St,4.0,h,3180000.0,S,hockingstuart,2016-12-10,11.2,3186.0,4.0,3.0,6.0,454.0,238.97105327466127,1970.0,Bayside,-37.9206,145.0051,Southern Metropolitan,10579.0
Brighton,640B Hampton St,2.0,t,960000.0,S,Hodges,2016-12-10,11.2,3186.0,2.0,1.0,2.0,363.0,113.55563006637769,1970.0,Bayside,-37.9275,145.0046,Southern Metropolitan,10579.0
Brighton,297 New St,4.0,h,2800000.0,PI,RT,2016-12-10,11.2,3186.0,4.0,3.0,3.0,596.0,258.11058098399747,1970.0,Bayside,-37.9059,144.9927,Southern Metropolitan,10579.0
Brighton,3/24 South Rd,3.0,u,1602000.0,S,RT,2016-12-10,11.2,3186.0,3.0,2.0,2.0,328.0,134.0463100907871,1970.0,Bayside,-37.9288,144.9954,Southern Metropolitan,10579.0
Brighton,5 Bridge St,3.0,h,1650000.0,S,Hodges,2016-11-12,11.2,3186.0,3.0,2.0,1.0,354.0,143.0,1910.0,Bayside,-37.8916,145.0017,Southern Metropolitan,10579.0
Brighton,11a Elm Gr,2.0,h,1102000.0,S,hockingstuart,2016-11-12,11.2,3186.0,2.0,1.0,2.0,318.0,108.46641434564836,1970.0,Bayside,-37.9011,145.0011,Southern Metropolitan,10579.0
Brighton,28 Loller St,2.0,h,1570000.0,S,Buxton,2016-11-12,11.2,3186.0,2.0,1.0,0.0,352.0,111.0,1920.0,Bayside,-37.9154,145.001,Southern Metropolitan,10579.0
Brighton,9 Sussex St,5.0,h,4700000.0,VB,Hodges,2016-11-12,11.2,3186.0,5.0,3.0,2.0,1073.0,221.0,1970.0,Bayside,-37.918,144.9911,Southern Metropolitan,10579.0
Brighton,40 Whyte St,3.0,h,1785000.0,SP,Buxton,2016-11-12,11.2,3186.0,3.0,2.0,1.0,404.0,118.0,1953.0,Bayside,-37.9228,144.9996,Southern Metropolitan,10579.0
Brighton,44 William St,2.0,h,1550000.0,VB,Buxton,2016-11-12,11.2,3186.0,2.0,2.0,2.0,404.0,151.19567381506778,1970.0,Bayside,-37.9104,145.002,Southern Metropolitan,10579.0
Brighton,7 Chavasse St,3.0,h,1875000.0,S,Hodges,2016-08-13,11.2,3186.0,3.0,2.0,2.0,275.0,170.0,1991.0,Bayside,-37.9153,144.9924,Southern Metropolitan,10579.0
Brighton,46 Head St,4.0,h,2400000.0,S,Hodges,2016-08-13,11.2,3186.0,4.0,2.0,2.0,640.0,251.06804114339334,1970.0,Bayside,-37.892,144.9918,Southern Metropolitan,10579.0
Brighton,4/23 South Rd,3.0,u,1266000.0,S,Hodges,2016-08-13,11.2,3186.0,3.0,1.0,2.0,277.0,116.0,1950.0,Bayside,-37.9268,144.991,Southern Metropolitan,10579.0
Brighton,1/105 Cochrane St,3.0,u,826000.0,S,Biggin,2016-05-14,11.2,3186.0,3.0,1.0,2.0,119.0,44.59000748307632,1970.0,Bayside,-37.8958,144.9994,Southern Metropolitan,10579.0
Brighton,1/191 New St,2.0,u,900000.0,S,Nick,2016-05-14,11.2,3186.0,2.0,2.0,1.0,118.0,47.6953985511425,1970.0,Bayside,-37.914,144.9914,Southern Metropolitan,10579.0
Brighton,55 Whyte St,3.0,t,1962000.0,S,Marshall,2016-05-14,11.2,3186.0,3.0,2.0,2.0,323.0,149.25468569794413,1995.0,Bayside,-37.9208,144.9996,Southern Metropolitan,10579.0
Brighton,2/61 Black St,2.0,u,800000.0,VB,hockingstuart,2016-04-16,11.2,3186.0,2.0,1.0,1.0,131.0,46.42497639188154,1970.0,Bayside,-37.9164,145.0002,Southern Metropolitan,10579.0
Brighton,31 Orchard St,5.0,h,2100000.0,PI,Hodges,2016-04-16,11.2,3186.0,5.0,5.0,2.0,552.0,219.0,1920.0,Bayside,-37.9012,144.997,Southern Metropolitan,10579.0
Brighton,45 Black St,3.0,h,1500000.0,S,Nick,2016-07-16,11.2,3186.0,3.0,2.0,1.0,442.0,158.73620860470774,1970.0,Bayside,-37.9158,144.9984,Southern Metropolitan,10579.0
Brighton,1/12 Burrows St,2.0,u,905500.0,S,Buxton,2016-07-16,11.2,3186.0,2.0,1.0,1.0,122.0,48.94020954401536,1970.0,Bayside,-37.9188,144.9942,Southern Metropolitan,10579.0
Brighton,22 Champion St,3.0,h,2375000.0,S,HAR,2016-09-17,11.2,3186.0,4.0,2.0,2.0,547.0,302.0,2000.0,Bayside,-37.9271,145.0034,Southern Metropolitan,10579.0
Brighton,6 Hamilton St,3.0,h,2275000.0,S,Marshall,2016-09-17,11.2,3186.0,3.0,2.0,1.0,359.0,172.86152361930309,1970.0,Bayside,-37.8965,145.0022,Southern Metropolitan,10579.0
Brighton,679 Hampton St,3.0,h,1385000.0,S,Buxton,2016-09-17,11.2,3186.0,3.0,1.0,2.0,426.0,120.0,1935.0,Bayside,-37.9254,145.0045,Southern Metropolitan,10579.0
Brighton,160 New St,2.0,h,1601000.0,S,RT,2016-09-17,11.2,3186.0,2.0,1.0,1.0,380.0,147.2967162011476,1958.0,Bayside,-37.9166,144.9926,Southern Metropolitan,10579.0
Brighton,8 Southey St,3.0,t,1762000.0,S,Buxton,2016-09-17,11.2,3186.0,3.0,2.0,2.0,483.0,181.32108486666425,1970.0,Bayside,-37.9075,145.0064,Southern Metropolitan,10579.0
Brighton,1A Baker St,3.0,h,2450000.0,S,Nick,2017-03-18,11.2,3186.0,3.0,3.0,2.0,482.0,212.62871791891845,1970.0,Bayside,-37.912,144.9994,Southern Metropolitan,10579.0
Brighton,4/14 Brickwood St,2.0,u,858000.0,S,Marshall,2017-03-18,11.2,3186.0,2.0,1.0,1.0,107.0,75.0,1950.0,Bayside,-37.8958,144.9982,Southern Metropolitan,10579.0
Brighton,2/72 Dendy St,3.0,t,1427000.0,S,Marshall,2017-03-18,11.2,3186.0,3.0,2.0,1.0,313.0,122.14826283000474,1970.0,Bayside,-37.9206,145.0,Southern Metropolitan,10579.0
Brighton,15 Loller St,3.0,t,2517500.0,SP,Marshall,2017-03-18,11.2,3186.0,3.0,3.0,2.0,311.0,171.6559067472852,1970.0,Bayside,-37.9148,145.0009,Southern Metropolitan,10579.0
Brighton,12 May St,4.0,h,2800000.0,S,Biggin,2017-03-18,11.2,3186.0,4.0,2.0,4.0,569.0,229.0,1910.0,Bayside,-37.8962,145.0011,Southern Metropolitan,10579.0
Brighton,33 Burrows St,3.0,h,1410000.0,S,Buxton,2016-11-19,11.2,3186.0,3.0,1.0,1.0,375.0,137.30837328566298,1930.0,Bayside,-37.9175,144.9949,Southern Metropolitan,10579.0
Brighton,823 Hampton St,4.0,h,2475000.0,VB,Marshall,2016-11-19,11.2,3186.0,4.0,2.0,2.0,605.0,274.0,1920.0,Bayside,-37.916,145.0064,Southern Metropolitan,10579.0
Brighton,64 North Rd,4.0,h,2700000.0,SP,Nick,2016-11-19,11.2,3186.0,4.0,2.0,2.0,732.0,333.0,1925.0,Bayside,-37.8987,144.9953,Southern Metropolitan,10579.0
Brighton,66 Champion St,4.0,h,3900000.0,S,Nick,2016-05-22,11.2,3186.0,4.0,2.0,2.0,842.0,311.0,1990.0,Bayside,-37.9227,145.0043,Southern Metropolitan,10579.0
Brighton,3/61 Martin St,3.0,u,880000.0,S,hockingstuart,2016-05-22,11.2,3186.0,3.0,1.0,1.0,138.0,51.94744766484199,1965.0,Bayside,-37.896,144.9957,Southern Metropolitan,10579.0
Brighton,5/22 Well St,2.0,u,737000.0,S,Nick,2016-05-22,11.2,3186.0,3.0,1.0,1.0,106.0,37.121801668785544,1975.0,Bayside,-37.9159,144.9936,Southern Metropolitan,10579.0
Brighton,33a Durrant St,2.0,h,1532000.0,S,Hodges,2016-08-22,11.2,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside,-37.9095,145.004,Southern Metropolitan,10579.0
Brighton,35 Champion St,3.0,h,2320000.0,S,Nick,2016-09-24,11.2,3186.0,3.0,2.0,2.0,589.0,234.2069573584981,1970.0,Bayside,-37.9253,145.0034,Southern Metropolitan,10579.0
Brighton,112 Asling St,4.0,h,2000000.0,S,Marshall,2017-02-25,11.2,3186.0,4.0,2.0,2.0,471.0,189.18762315501297,1970.0,Bayside,-37.8956,145.0037,Southern Metropolitan,10579.0
Brighton,114A Bay St,2.0,t,1230000.0,S,Hodges,2017-02-25,11.2,3186.0,2.0,2.0,2.0,201.0,84.21956832642763,1970.0,Bayside,-37.905,144.9959,Southern Metropolitan,10579.0
Brighton,7 Carpenter St,3.0,h,2375000.0,S,Buxton,2017-02-25,11.2,3186.0,3.0,2.0,2.0,470.0,206.06151716902943,1970.0,Bayside,-37.9152,144.993,Southern Metropolitan,10579.0
Brighton,147A Male St,2.0,t,1037000.0,S,Buxton,2017-02-25,11.2,3186.0,2.0,1.0,2.0,125.0,2.0,2009.0,Bayside,-37.9078,145.0051,Southern Metropolitan,10579.0
Brighton,119 North Rd,4.0,h,3050000.0,SP,Buxton,2017-02-25,11.2,3186.0,4.0,4.0,2.0,578.0,319.0,1995.0,Bayside,-37.8989,145.0008,Southern Metropolitan,10579.0
Brighton,2/71 Roslyn St,4.0,t,1630000.0,SP,Biggin,2017-02-25,11.2,3186.0,4.0,2.0,2.0,432.0,196.0,2000.0,Bayside,-37.9228,145.0022,Southern Metropolitan,10579.0
Brighton,58 Champion St,4.0,h,2640000.0,S,Hodges,2016-07-26,11.2,3186.0,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside,-37.9234,145.0042,Southern Metropolitan,10579.0
Brighton,3/198 Church St,1.0,u,671000.0,S,Buxton,2016-11-27,11.2,3186.0,1.0,1.0,1.0,70.0,74.0,1980.0,Bayside,-37.9194,145.0003,Southern Metropolitan,10579.0
Brighton,686A Hampton St,4.0,t,2250000.0,SP,Marshall,2016-11-27,11.2,3186.0,4.0,2.0,2.0,230.0,281.0,2012.0,Bayside,-37.9237,145.0056,Southern Metropolitan,10579.0
Brighton,3A Huntingfield Rd,3.0,h,2900000.0,S,Nick,2016-11-27,11.2,3186.0,3.0,1.0,1.0,659.0,161.0,1942.0,Bayside,-37.919,144.9953,Southern Metropolitan,10579.0
Brighton,6c Lindsay St,3.0,u,1620000.0,S,Buxton,2016-11-27,11.2,3186.0,3.0,2.0,2.0,231.0,109.87466613183383,1970.0,Bayside,-37.9121,144.9953,Southern Metropolitan,10579.0
Brighton,57 Bay St,4.0,h,2750000.0,S,Nick,2016-05-28,11.2,3186.0,4.0,2.0,2.0,687.0,279.21834922092114,1970.0,Bayside,-37.904,144.9919,Southern Metropolitan,10579.0
Brighton,11 Butler St,5.0,h,3751000.0,S,Marshall,2016-05-28,11.2,3186.0,3.0,3.0,2.0,584.0,298.58441220124416,1970.0,Bayside,-37.921,144.9966,Southern Metropolitan,10579.0
Brighton,3a Cowra St,3.0,t,1425000.0,S,Hodges,2016-05-28,11.2,3186.0,3.0,2.0,2.0,495.0,168.97054512335768,1970.0,Bayside,-37.9049,145.0069,Southern Metropolitan,10579.0
Brighton,21 Wolseley Gr,4.0,h,2405000.0,S,RT,2016-05-28,11.2,3186.0,4.0,1.0,2.0,695.0,142.0,1970.0,Bayside,-37.9262,144.9969,Southern Metropolitan,10579.0
Brighton,23a Chelsea St,3.0,u,1352500.0,S,hockingstuart,2016-08-28,11.2,3186.0,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside,-37.91,144.989,Southern Metropolitan,10579.0
Brighton,8 Dendy St,3.0,h,2030000.0,S,Nick,2016-08-28,11.2,3186.0,4.0,2.0,2.0,366.0,163.47784320257122,1970.0,Bayside,-37.9193,144.9898,Southern Metropolitan,10579.0
Brighton,86 Dendy St,5.0,h,3105000.0,S,Marshall,2016-08-28,11.2,3186.0,4.0,2.0,2.0,1045.0,304.0,1930.0,Bayside,-37.9205,145.0012,Southern Metropolitan,10579.0
Brighton,4/34 Elwood St,3.0,h,1171000.0,S,Nick,2016-08-28,11.2,3186.0,3.0,2.0,2.0,279.0,101.66881831756271,1970.0,Bayside,-37.9002,144.9928,Southern Metropolitan,10579.0
Brighton,2 Gatehouse Pl,2.0,t,1400000.0,S,RT,2016-08-28,11.2,3186.0,2.0,2.0,1.0,267.0,109.00436128961934,1970.0,Bayside,-37.9159,144.9933,Southern Metropolitan,10579.0
Brighton,46 Roslyn St,3.0,h,1600000.0,VB,RT,2016-07-30,11.2,3186.0,3.0,2.0,2.0,266.0,117.9775250879504,2000.0,Bayside,-37.9241,145.0028,Southern Metropolitan,10579.0
Brighton,17 Rusden St,4.0,h,1500000.0,VB,Hodges,2016-07-30,11.2,3186.0,3.0,2.0,1.0,549.0,195.0,1990.0,Bayside,-37.8869,144.9982,Southern Metropolitan,10579.0
Brighton East,7 Balfour St,4.0,h,1940000.0,S,hockingstuart,2016-09-03,10.7,3187.0,4.0,2.0,2.0,682.0,240.0,1960.0,Bayside,-37.9205,145.0122,Southern Metropolitan,6938.0
Brighton East,4 Marriage Rd,4.0,h,1850000.0,S,Nick,2016-09-03,10.7,3187.0,4.0,2.0,2.0,617.0,268.0,1940.0,Bayside,-37.9187,145.007,Southern Metropolitan,6938.0
Brighton East,244a South Rd,3.0,h,930000.0,SP,Marshall,2016-09-03,10.7,3187.0,3.0,1.0,1.0,329.0,117.0,1930.0,Bayside,-37.9317,145.0218,Southern Metropolitan,6938.0
Brighton East,133A Centre Rd,4.0,h,1310000.0,PI,hockingstuart,2016-12-03,10.7,3187.0,4.0,3.0,2.0,618.0,213.0,2008.0,Bayside,-37.9162,145.0219,Southern Metropolitan,6938.0
Brighton East,26 Hodder St,2.0,h,1250000.0,SP,hockingstuart,2016-12-03,10.7,3187.0,2.0,1.0,2.0,443.0,147.46042181090738,1970.0,Bayside,-37.9077,145.0229,Southern Metropolitan,6938.0
Brighton East,14 Milroy St,4.0,h,2504000.0,S,Marshall,2016-12-03,10.7,3187.0,4.0,2.0,2.0,674.0,183.0,1950.0,Bayside,-37.9022,145.0125,Southern Metropolitan,6938.0
Brighton East,1/383 South Rd,2.0,u,750000.0,SP,Buxton,2016-12-03,10.7,3187.0,2.0,1.0,3.0,305.0,88.9994192031474,1970.0,Bayside,-37.9318,145.0293,Southern Metropolitan,6938.0
Brighton East,22A Camperdown St,3.0,t,1302500.0,S,Buxton,2017-03-04,10.7,3187.0,3.0,2.0,2.0,391.0,136.5566753548618,1970.0,Bayside,-37.9179,145.0091,Southern Metropolitan,6938.0
Brighton East,67 Centre Rd,2.0,h,1445000.0,S,Biggin,2017-03-04,10.7,3187.0,2.0,1.0,1.0,649.0,126.0,1940.0,Bayside,-37.9153,145.0142,Southern Metropolitan,6938.0
Brighton East,16a Billson St,2.0,h,980000.0,S,Hodges,2016-06-04,10.7,3187.0,3.0,1.0,1.0,247.0,84.5922775084025,1970.0,Bayside,-37.917,145.0137,Southern Metropolitan,6938.0
Brighton East,5 Florence St,4.0,h,1495000.0,S,Nick,2016-06-04,10.7,3187.0,4.0,2.0,2.0,597.0,198.5158656397161,1970.0,Bayside,-37.9179,145.019,Southern Metropolitan,6938.0
Brighton East,13 Robinson St,5.0,h,1700000.0,VB,Marshall,2016-06-04,10.7,3187.0,4.0,2.0,1.0,994.0,274.0,1935.0,Bayside,-37.9187,145.0187,Southern Metropolitan,6938.0
Brighton East,109 Thomas St,5.0,h,1400000.0,VB,Buxton,2016-06-04,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0
Brighton East,12 Thomas St,3.0,h,1075000.0,PI,hockingstuart,2016-06-04,10.7,3187.0,3.0,2.0,2.0,312.0,105.77361655439512,1990.0,Glen Eira,-37.9179,145.0232,Southern Metropolitan,6938.0
Brighton East,60 Baird St,3.0,h,1860000.0,S,Marshall,2016-08-06,10.7,3187.0,3.0,2.0,2.0,686.0,238.12413020259245,1948.0,Bayside,-37.9241,145.0125,Southern Metropolitan,6938.0
Brighton East,80 Marriage Rd,3.0,h,1500000.0,S,Nick,2016-08-06,10.7,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-37.9199,145.0174,Southern Metropolitan,6938.0
Brighton East,2/10 Vincent St,3.0,t,870000.0,S,hockingstuart,2016-08-06,10.7,3187.0,3.0,2.0,2.0,158.0,56.6944307297137,1970.0,Bayside,-37.9271,145.0281,Southern Metropolitan,6938.0
Brighton East,16 Alford St,4.0,h,2000000.0,PI,Buxton,2016-05-07,10.7,3187.0,4.0,2.0,2.0,687.0,244.84990275905645,1970.0,Bayside,-37.9117,145.0093,Southern Metropolitan,6938.0
Brighton East,11 Billson St,3.0,h,1400000.0,VB,Marshall,2016-05-07,10.7,3187.0,3.0,1.0,3.0,613.0,182.0,1950.0,Bayside,-37.9177,145.0143,Southern Metropolitan,6938.0
Brighton East,60 Cummins Rd,3.0,h,1300000.0,VB,Marshall,2016-05-07,10.7,3187.0,3.0,2.0,3.0,619.0,195.2100493403235,1970.0,Bayside,-37.927,145.0267,Southern Metropolitan,6938.0
Brighton East,15 Hodder St,5.0,h,1600000.0,PI,RT,2016-05-07,10.7,3187.0,5.0,2.0,2.0,616.0,245.0,1945.0,Bayside,-37.9084,145.0221,Southern Metropolitan,6938.0
Brighton East,5 Margaret St,2.0,h,1780000.0,SP,Buxton,2016-05-07,10.7,3187.0,4.0,3.0,2.0,635.0,119.0,1935.0,Bayside,-37.9205,145.0102,Southern Metropolitan,6938.0
Brighton East,375 South Rd,5.0,h,1200000.0,VB,hockingstuart,2016-05-07,10.7,3187.0,5.0,2.0,5.0,775.0,270.0,1920.0,Bayside,-37.932,145.0284,Southern Metropolitan,6938.0
Brighton East,16/373 South Rd,2.0,u,775000.0,S,Buxton,2016-11-07,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284,Southern Metropolitan,6938.0
Brighton East,4 Vincent St,3.0,h,1480000.0,S,hockingstuart,2016-11-07,10.7,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-37.9269,145.0274,Southern Metropolitan,6938.0
Brighton East,4 Chapman St,5.0,h,2900000.0,PI,Buxton,2016-10-08,10.7,3187.0,5.0,4.0,2.0,640.0,274.1089867362673,1950.0,Bayside,-37.928,145.0095,Southern Metropolitan,6938.0
Brighton East,299 South Rd,3.0,h,1590000.0,S,Marshall,2016-10-08,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-37.931,145.0198,Southern Metropolitan,6938.0
Brighton East,13 Hornby St,4.0,h,2840000.0,S,Hodges,2016-09-10,10.7,3187.0,5.0,2.0,2.0,999.0,274.0,1972.0,Bayside,-37.9135,145.0189,Southern Metropolitan,6938.0
Brighton East,10 MacKie Gr,3.0,h,1580000.0,S,Marshall,2016-09-10,10.7,3187.0,4.0,2.0,2.0,597.0,202.38449101311,1970.0,Bayside,-37.9085,145.0201,Southern Metropolitan,6938.0
Brighton East,3 Raymond Ct,4.0,t,1100000.0,VB,Gary,2016-09-10,10.7,3187.0,4.0,3.0,2.0,302.0,104.43291476220074,1970.0,Bayside,-37.9317,145.0294,Southern Metropolitan,6938.0
Brighton East,48 Thomas St,2.0,h,1000000.0,PI,Biggin,2016-09-10,10.7,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938.0
Brighton East,1 Arnot St,5.0,h,2500000.0,VB,Hodges,2016-12-10,10.7,3187.0,5.0,3.0,2.0,634.0,254.1949669530159,2005.0,Bayside,-37.9126,145.013,Southern Metropolitan,6938.0
Brighton East,14 Holmhurst Ct,4.0,h,1700000.0,PI,Buxton,2016-12-10,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside,-37.9299,145.015,Southern Metropolitan,6938.0
Brighton East,24 Moore St,3.0,h,1405000.0,S,Buxton,2016-12-10,10.7,3187.0,3.0,1.0,1.0,490.0,166.71426028362552,1970.0,Bayside,-37.9024,145.0097,Southern Metropolitan,6938.0
Brighton East,355 Nepean Hwy,3.0,h,1290000.0,S,Greg,2016-12-10,10.7,3187.0,3.0,1.0,2.0,661.0,205.52371018207378,1920.0,Bayside,-37.9045,145.0082,Southern Metropolitan,6938.0
Brighton East,2/19 Hemming St,3.0,u,880000.0,S,Buxton,2017-02-11,10.7,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,Bayside,-37.9308,145.0316,Southern Metropolitan,6938.0
Brighton East,200 South Rd,4.0,h,1920000.0,S,Nick,2017-02-11,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,-37.931,145.0163,Southern Metropolitan,6938.0
Brighton East,1 Alexander St,3.0,h,1301000.0,SP,Buxton,2016-11-12,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside,-37.9062,145.0173,Southern Metropolitan,6938.0
Brighton East,23 Camperdown St,4.0,t,2570000.0,S,Gary,2016-11-12,10.7,3187.0,4.0,3.0,2.0,898.0,325.38173021639034,1970.0,Bayside,-37.9176,145.0087,Southern Metropolitan,6938.0
Brighton East,50 Lucas St,5.0,h,2550000.0,S,Buxton,2016-11-12,10.7,3187.0,5.0,3.0,2.0,915.0,233.0,1960.0,Bayside,-37.9231,145.0104,Southern Metropolitan,6938.0
Brighton East,3 Carrington Gr,5.0,h,1915000.0,S,Buxton,2016-08-13,10.7,3187.0,5.0,2.0,0.0,645.0,238.0,1970.0,Bayside,-37.9175,145.0116,Southern Metropolitan,6938.0
